id,created_at,updated_at,deleted_at,order_id,prod_not_exist_order_id,manufacture_dept_id,target_quantity,actual_quantity,complete_percent
1,2022-10-22 03:00:00+00:00,2022-12-05 16:15:05+00:00,,,1.0,7,172.00,293.00,170.35
2,2022-10-22 03:00:00+00:00,2022-12-05 16:15:05+00:00,,,2.0,8,12.00,0.00,0.00
3,2022-10-22 03:00:00+00:00,2022-12-05 16:15:05+00:00,,,3.0,9,5.00,0.00,0.00
4,2022-10-22 03:00:00+00:00,2022-12-05 16:15:05+00:00,,,4.0,10,0.00,0.00,0.00
5,2022-10-23 03:00:00+00:00,2022-12-05 16:15:06+00:00,,,1.0,7,440.00,0.00,0.00
6,2022-10-23 03:00:00+00:00,2022-12-05 16:15:06+00:00,,,2.0,8,440.00,0.00,0.00
7,2022-10-23 03:00:00+00:00,2022-12-05 16:15:06+00:00,,,3.0,9,400.00,0.00,0.00
8,2022-10-23 03:00:00+00:00,2022-12-05 16:15:06+00:00,,,4.0,10,440.00,0.00,0.00
9,2022-10-24 03:00:00+00:00,2022-12-05 16:15:08+00:00,,,5.0,6,173.00,0.00,0.00
10,2022-10-24 03:00:00+00:00,2022-12-05 16:15:08+00:00,,,1.0,7,440.00,0.00,0.00
11,2022-10-24 03:00:00+00:00,2022-12-05 16:15:08+00:00,,,2.0,8,440.00,505.00,114.77
12,2022-10-24 03:00:00+00:00,2022-12-05 16:15:08+00:00,,,3.0,9,264.00,319.00,120.83
13,2022-10-24 03:00:00+00:00,2022-12-05 16:15:08+00:00,,,4.0,10,440.00,480.00,109.09
14,2022-10-25 03:00:00+00:00,2022-12-05 16:15:10+00:00,,,6.0,5,680.00,1069.00,157.21
15,2022-10-25 03:00:00+00:00,2022-12-05 16:15:10+00:00,,,5.0,6,440.00,516.00,117.27
16,2022-10-25 03:00:00+00:00,2022-12-05 16:15:10+00:00,,,1.0,7,440.00,507.00,115.23
17,2022-10-25 03:00:00+00:00,2022-12-05 16:15:10+00:00,,,2.0,8,440.00,503.00,114.32
18,2022-10-25 03:00:00+00:00,2022-12-05 16:15:10+00:00,,,3.0,9,264.00,300.00,113.64
19,2022-10-25 03:00:00+00:00,2022-12-05 16:15:10+00:00,,,4.0,10,440.00,465.00,105.68
20,2022-10-26 03:00:00+00:00,2022-12-05 16:15:12+00:00,,,6.0,5,880.00,809.00,91.93
21,2022-10-26 03:00:00+00:00,2022-12-05 16:15:12+00:00,,,7.0,6,0.00,25.00,0.00
22,2022-10-26 03:00:00+00:00,2022-12-05 16:15:12+00:00,,,5.0,6,438.00,510.00,116.44
23,2022-10-26 03:00:00+00:00,2022-12-05 16:15:12+00:00,,,1.0,7,440.00,545.00,123.86
24,2022-10-26 03:00:00+00:00,2022-12-05 16:15:12+00:00,,,2.0,8,440.00,488.00,110.91
25,2022-10-26 03:00:00+00:00,2022-12-05 16:15:12+00:00,,,3.0,9,264.00,345.00,130.68
26,2022-10-26 03:00:00+00:00,2022-12-05 16:15:12+00:00,,,4.0,10,440.00,480.00,109.09
27,2022-10-27 03:00:00+00:00,2022-12-05 16:15:17+00:00,,,8.0,5,119.00,183.00,153.78
28,2022-10-27 03:00:00+00:00,2022-12-05 16:15:17+00:00,,,6.0,5,46.00,32.00,69.57
29,2022-10-27 03:00:00+00:00,2022-12-05 16:15:17+00:00,,,9.0,5,71.00,0.00,0.00
30,2022-10-27 03:00:00+00:00,2022-12-05 16:15:17+00:00,,,10.0,5,8.00,0.00,0.00
31,2022-10-27 03:00:00+00:00,2022-12-05 16:15:17+00:00,,,11.0,5,28.00,0.00,0.00
32,2022-10-27 03:00:00+00:00,2022-12-05 16:15:17+00:00,,,12.0,5,3.00,0.00,0.00
33,2022-10-27 03:00:00+00:00,2022-12-05 16:15:17+00:00,,,13.0,5,57.00,0.00,0.00
34,2022-10-27 03:00:00+00:00,2022-12-05 16:15:17+00:00,,,14.0,5,0.00,0.00,0.00
35,2022-10-27 03:00:00+00:00,2022-12-05 16:15:17+00:00,,,15.0,5,0.00,0.00,0.00
36,2022-10-27 03:00:00+00:00,2022-12-05 16:15:17+00:00,,,5.0,6,440.00,510.00,115.91
37,2022-10-27 03:00:00+00:00,2022-12-05 16:15:17+00:00,,,16.0,7,425.00,590.00,138.82
38,2022-10-27 03:00:00+00:00,2022-12-05 16:15:17+00:00,,,1.0,7,14.00,12.00,85.71
39,2022-10-27 03:00:00+00:00,2022-12-05 16:15:17+00:00,,,2.0,8,135.00,35.00,25.93
40,2022-10-27 03:00:00+00:00,2022-12-05 16:15:17+00:00,,,17.0,8,2.00,0.00,0.00
41,2022-10-27 03:00:00+00:00,2022-12-05 16:15:17+00:00,,,18.0,8,150.00,311.00,207.33
42,2022-10-27 03:00:00+00:00,2022-12-05 16:15:17+00:00,,,3.0,9,264.00,580.00,219.70
43,2022-10-27 03:00:00+00:00,2022-12-05 16:15:17+00:00,,,4.0,10,440.00,457.00,103.86
44,2022-10-28 03:00:00+00:00,2022-12-05 16:15:19+00:00,,,19.0,5,176.00,0.00,0.00
45,2022-10-28 03:00:00+00:00,2022-12-05 16:15:19+00:00,,,20.0,5,94.00,0.00,0.00
46,2022-10-28 03:00:00+00:00,2022-12-05 16:15:19+00:00,,,21.0,5,106.00,0.00,0.00
47,2022-10-28 03:00:00+00:00,2022-12-05 16:15:19+00:00,,,22.0,5,165.00,0.00,0.00
48,2022-10-28 03:00:00+00:00,2022-12-05 16:15:19+00:00,,,23.0,5,0.00,0.00,0.00
49,2022-10-28 03:00:00+00:00,2022-12-05 16:15:19+00:00,,,10.0,5,321.00,0.00,0.00
50,2022-10-28 03:00:00+00:00,2022-12-05 16:15:19+00:00,,,24.0,6,1.00,0.00,0.00
51,2022-10-28 03:00:00+00:00,2022-12-05 16:15:19+00:00,,,25.0,6,3.00,0.00,0.00
52,2022-10-28 03:00:00+00:00,2022-12-05 16:15:19+00:00,,,7.0,6,0.00,0.00,0.00
53,2022-10-28 03:00:00+00:00,2022-12-05 16:15:19+00:00,,,26.0,6,2.00,0.00,0.00
54,2022-10-28 03:00:00+00:00,2022-12-05 16:15:19+00:00,,,5.0,6,426.00,0.00,0.00
55,2022-10-28 03:00:00+00:00,2022-12-05 16:15:19+00:00,,,27.0,7,6.00,0.00,0.00
56,2022-10-28 03:00:00+00:00,2022-12-05 16:15:19+00:00,,,16.0,7,428.00,0.00,0.00
57,2022-10-28 03:00:00+00:00,2022-12-05 16:15:19+00:00,,,18.0,8,360.00,0.00,0.00
58,2022-10-28 03:00:00+00:00,2022-12-05 16:15:19+00:00,,,3.0,9,264.00,0.00,0.00
59,2022-10-28 03:00:00+00:00,2022-10-28 03:00:00+00:00,,,4.0,10,,,
60,2022-10-28 03:00:00+00:00,2022-10-28 03:00:00+00:00,,,28.0,10,,,
61,2022-10-29 03:00:00+00:00,2022-12-05 16:15:23+00:00,,,29.0,5,191.00,91.00,47.64
62,2022-10-29 03:00:00+00:00,2022-12-05 16:15:23+00:00,,,22.0,5,410.00,376.00,91.71
63,2022-10-29 03:00:00+00:00,2022-12-05 16:15:23+00:00,,,30.0,5,251.00,152.00,60.56
64,2022-10-29 03:00:00+00:00,2022-12-05 16:15:23+00:00,,,31.0,5,18.00,103.00,572.22
65,2022-10-29 03:00:00+00:00,2022-12-05 16:15:23+00:00,,,25.0,6,2.00,1.00,50.00
66,2022-10-29 03:00:00+00:00,2022-12-05 16:15:23+00:00,,,5.0,6,435.00,500.00,114.94
67,2022-10-29 03:00:00+00:00,2022-12-05 16:15:23+00:00,,,27.0,7,42.00,0.00,0.00
68,2022-10-29 03:00:00+00:00,2022-12-05 16:15:23+00:00,,,16.0,7,101.00,196.00,194.06
69,2022-10-29 03:00:00+00:00,2022-12-05 16:15:23+00:00,,,1.0,7,262.00,325.00,124.05
70,2022-10-29 03:00:00+00:00,2022-12-05 16:15:23+00:00,,,18.0,8,360.00,355.00,98.61
71,2022-10-29 03:00:00+00:00,2022-12-05 16:15:23+00:00,,,32.0,9,2.00,61.00,3050.00
72,2022-10-29 03:00:00+00:00,2022-12-05 16:15:23+00:00,,,33.0,9,0.00,0.00,0.00
73,2022-10-29 03:00:00+00:00,2022-12-05 16:15:23+00:00,,,34.0,9,1.00,0.00,0.00
74,2022-10-29 03:00:00+00:00,2022-10-29 03:00:00+00:00,,,3.0,9,,,
75,2022-10-29 03:00:00+00:00,2022-10-29 03:00:00+00:00,,,28.0,10,,,
76,2022-10-30 03:00:00+00:00,2022-12-05 16:15:25+00:00,,,22.0,5,880.00,0.00,0.00
77,2022-10-30 03:00:00+00:00,2022-12-05 16:15:25+00:00,,,5.0,6,440.00,0.00,0.00
78,2022-10-30 03:00:00+00:00,2022-12-05 16:15:25+00:00,,,1.0,7,440.00,0.00,0.00
79,2022-10-30 03:00:00+00:00,2022-12-05 16:15:25+00:00,,,18.0,8,360.00,0.00,0.00
80,2022-10-30 03:00:00+00:00,2022-12-05 16:15:25+00:00,,,3.0,9,264.00,0.00,0.00
81,2022-10-30 03:00:00+00:00,2022-12-05 16:15:25+00:00,,,28.0,10,440.00,0.00,0.00
82,2022-10-31 03:00:00+00:00,2022-12-05 16:15:28+00:00,,1969.0,,5,427.00,124.00,29.04
83,2022-10-31 03:00:00+00:00,2022-12-05 16:15:28+00:00,,1977.0,,5,251.00,60.00,23.90
84,2022-10-31 03:00:00+00:00,2022-12-05 16:15:28+00:00,,,35.0,5,123.00,150.00,121.95
85,2022-10-31 03:00:00+00:00,2022-12-05 16:15:28+00:00,,,22.0,5,73.00,1.00,1.37
86,2022-10-31 03:00:00+00:00,2022-12-05 16:15:28+00:00,,,10.0,5,145.00,0.00,0.00
87,2022-10-31 03:00:00+00:00,2022-12-05 16:15:28+00:00,,,5.0,6,0.00,274.00,0.00
88,2022-10-31 03:00:00+00:00,2022-12-05 16:15:28+00:00,,,36.0,6,120.00,80.00,66.67
89,2022-10-31 03:00:00+00:00,2022-12-05 16:15:28+00:00,,,1.0,7,440.00,0.00,0.00
90,2022-10-31 03:00:00+00:00,2022-12-05 16:15:29+00:00,,,17.0,8,42.00,85.00,202.38
91,2022-10-31 03:00:00+00:00,2022-10-31 03:00:00+00:00,,,18.0,8,,,
92,2022-10-31 03:00:00+00:00,2022-10-31 03:00:00+00:00,,,3.0,9,,,
93,2022-10-31 03:00:00+00:00,2022-10-31 03:00:00+00:00,,,28.0,10,,,
94,2022-11-01 03:00:00+00:00,2022-12-05 16:15:33+00:00,,,37.0,5,237.00,0.00,0.00
95,2022-11-01 03:00:00+00:00,2022-12-05 16:15:33+00:00,,,38.0,5,281.00,0.00,0.00
96,2022-11-01 03:00:00+00:00,2022-12-05 16:15:33+00:00,,1973.0,,5,109.00,103.00,94.50
97,2022-11-01 03:00:00+00:00,2022-12-05 16:15:33+00:00,,1974.0,,5,233.00,103.00,44.21
98,2022-11-01 03:00:00+00:00,2022-12-05 16:15:33+00:00,,1977.0,,5,84.00,44.00,52.38
99,2022-11-01 03:00:00+00:00,2022-12-05 16:15:33+00:00,,1983.0,,5,79.00,84.00,106.33
100,2022-11-01 03:00:00+00:00,2022-12-05 16:15:33+00:00,,,10.0,5,37.00,0.00,0.00
101,2022-11-01 03:00:00+00:00,2022-12-05 16:15:33+00:00,,,5.0,6,0.00,9.00,0.00
102,2022-11-01 03:00:00+00:00,2022-12-05 16:15:33+00:00,,,36.0,6,413.00,483.00,116.95
103,2022-11-01 03:00:00+00:00,2022-12-05 16:15:33+00:00,,,16.0,7,85.00,98.00,115.29
104,2022-11-01 03:00:00+00:00,2022-12-05 16:15:33+00:00,,,1.0,7,353.00,522.00,147.88
105,2022-11-01 03:00:00+00:00,2022-12-05 16:15:33+00:00,,,17.0,8,343.00,330.00,96.21
106,2022-11-01 03:00:00+00:00,2022-12-05 16:15:33+00:00,,,18.0,8,0.00,36.00,0.00
107,2022-11-01 03:00:00+00:00,2022-12-05 16:15:33+00:00,,,3.0,9,264.00,316.00,119.70
108,2022-11-01 03:00:00+00:00,2022-12-05 16:15:33+00:00,,,28.0,10,440.00,501.00,113.86
109,2022-11-01 03:00:00+00:00,2022-12-05 16:15:33+00:00,,700.0,,11,143.00,0.00,0.00
110,2022-11-02 03:00:00+00:00,2022-12-05 16:15:37+00:00,,,39.0,5,185.00,128.00,69.19
111,2022-11-02 03:00:00+00:00,2022-12-05 16:15:37+00:00,,,40.0,5,163.00,100.00,61.35
112,2022-11-02 03:00:00+00:00,2022-12-05 16:15:37+00:00,,1970.0,,5,230.00,97.00,42.17
113,2022-11-02 03:00:00+00:00,2022-12-05 16:15:38+00:00,,1979.0,,5,31.00,50.00,161.29
114,2022-11-02 03:00:00+00:00,2022-12-05 16:15:38+00:00,,1980.0,,5,112.00,104.00,92.86
115,2022-11-02 03:00:00+00:00,2022-12-05 16:15:38+00:00,,,41.0,5,82.00,0.00,0.00
116,2022-11-02 03:00:00+00:00,2022-12-05 16:15:38+00:00,,1982.0,,5,84.00,103.00,122.62
117,2022-11-02 03:00:00+00:00,2022-12-05 16:15:38+00:00,,1983.0,,5,280.00,52.00,18.57
118,2022-11-02 03:00:00+00:00,2022-12-05 16:15:38+00:00,,,15.0,5,42.00,49.00,116.67
119,2022-11-02 03:00:00+00:00,2022-12-05 16:15:38+00:00,,,36.0,6,440.00,502.00,114.09
120,2022-11-02 03:00:00+00:00,2022-12-05 16:15:38+00:00,,,1.0,7,393.00,520.00,132.32
121,2022-11-02 03:00:00+00:00,2022-12-05 16:15:38+00:00,,,42.0,7,46.00,0.00,0.00
122,2022-11-02 03:00:00+00:00,2022-12-05 16:15:38+00:00,,,17.0,8,344.00,0.00,0.00
123,2022-11-02 03:00:00+00:00,2022-12-05 16:15:38+00:00,,,3.0,9,264.00,323.00,122.35
124,2022-11-02 03:00:00+00:00,2022-12-05 16:15:38+00:00,,,28.0,10,440.00,470.00,106.82
125,2022-11-02 03:00:00+00:00,2022-12-05 16:15:38+00:00,,700.0,,11,440.00,130.00,29.55
126,2022-11-03 03:00:00+00:00,2022-12-05 16:15:42+00:00,,,43.0,5,401.00,187.00,46.63
127,2022-11-03 03:00:00+00:00,2022-12-05 16:15:42+00:00,,1966.0,,5,323.00,370.00,114.55
128,2022-11-03 03:00:00+00:00,2022-12-05 16:15:42+00:00,,1975.0,,5,231.00,0.00,0.00
129,2022-11-03 03:00:00+00:00,2022-12-05 16:15:42+00:00,,1976.0,,5,151.00,103.00,68.21
130,2022-11-03 03:00:00+00:00,2022-12-05 16:15:42+00:00,,1979.0,,5,147.00,54.00,36.73
131,2022-11-03 03:00:00+00:00,2022-12-05 16:15:43+00:00,,1982.0,,5,29.00,0.00,0.00
132,2022-11-03 03:00:00+00:00,2022-12-05 16:15:43+00:00,,1983.0,,5,184.00,68.00,36.96
133,2022-11-03 03:00:00+00:00,2022-12-05 16:15:43+00:00,,2017.0,,5,60.00,100.00,166.67
134,2022-11-03 03:00:00+00:00,2022-12-05 16:15:43+00:00,,,36.0,6,440.00,510.00,115.91
135,2022-11-03 03:00:00+00:00,2022-12-05 16:15:43+00:00,,,1.0,7,7.00,11.00,157.14
136,2022-11-03 03:00:00+00:00,2022-12-05 16:15:43+00:00,,,42.0,7,432.00,610.00,141.20
137,2022-11-03 03:00:00+00:00,2022-12-05 16:15:43+00:00,,,17.0,8,344.00,353.00,102.62
138,2022-11-03 03:00:00+00:00,2022-12-05 16:15:43+00:00,,,3.0,9,264.00,311.00,117.80
139,2022-11-03 03:00:00+00:00,2022-12-05 16:15:43+00:00,,,28.0,10,440.00,460.00,104.55
140,2022-11-03 03:00:00+00:00,2022-12-05 16:15:43+00:00,,700.0,,11,440.00,305.00,69.32
141,2022-11-04 03:00:00+00:00,2022-12-05 16:15:47+00:00,,,44.0,5,215.00,228.00,106.05
142,2022-11-04 03:00:00+00:00,2022-12-05 16:15:47+00:00,,,43.0,5,332.00,0.00,0.00
143,2022-11-04 03:00:00+00:00,2022-12-05 16:15:47+00:00,,,45.0,5,83.00,60.00,72.29
144,2022-11-04 03:00:00+00:00,2022-12-05 16:15:48+00:00,,1949.0,,5,84.00,0.00,0.00
145,2022-11-04 03:00:00+00:00,2022-12-05 16:15:48+00:00,,1950.0,,5,255.00,102.00,40.00
146,2022-11-04 03:00:00+00:00,2022-12-05 16:15:48+00:00,,1966.0,,5,260.00,57.00,21.92
147,2022-11-04 03:00:00+00:00,2022-12-05 16:15:48+00:00,,2020.0,,5,39.00,101.00,258.97
148,2022-11-04 03:00:00+00:00,2022-12-05 16:15:48+00:00,,2043.0,,5,0.00,200.00,0.00
149,2022-11-04 03:00:00+00:00,2022-12-05 16:15:48+00:00,,,36.0,6,440.00,518.00,117.73
150,2022-11-04 03:00:00+00:00,2022-12-05 16:15:48+00:00,,,42.0,7,440.00,630.00,143.18
151,2022-11-04 03:00:00+00:00,2022-12-05 16:15:48+00:00,,,17.0,8,207.00,181.00,87.44
152,2022-11-04 03:00:00+00:00,2022-12-05 16:15:48+00:00,,,46.0,8,172.00,195.00,113.37
153,2022-11-04 03:00:00+00:00,2022-12-05 16:15:48+00:00,,1077.0,,9,243.00,0.00,0.00
154,2022-11-04 03:00:00+00:00,2022-12-05 16:15:48+00:00,,1078.0,,9,4.00,13.00,325.00
155,2022-11-04 03:00:00+00:00,2022-12-05 16:15:48+00:00,,,3.0,9,29.00,0.00,0.00
156,2022-11-04 03:00:00+00:00,2022-12-05 16:15:48+00:00,,,28.0,10,440.00,470.00,106.82
157,2022-11-04 03:00:00+00:00,2022-12-05 16:15:48+00:00,,700.0,,11,440.00,330.00,75.00
158,2022-11-05 03:00:00+00:00,2022-12-05 16:15:53+00:00,,,44.0,5,141.00,0.00,0.00
159,2022-11-05 03:00:00+00:00,2022-12-05 16:15:53+00:00,,,45.0,5,41.00,3.00,7.32
160,2022-11-05 03:00:00+00:00,2022-12-05 16:15:53+00:00,,1949.0,,5,138.00,0.00,0.00
161,2022-11-05 03:00:00+00:00,2022-12-05 16:15:53+00:00,,1933.0,,5,178.00,104.00,58.43
162,2022-11-05 03:00:00+00:00,2022-12-05 16:15:53+00:00,,1959.0,,5,48.00,16.00,33.33
